,firm_name,crno,brno,ticker
2292,신성에프에이,1311110215664.0,129-86-23555,104120
2293,삼영필텍,1101110958475.0,106-81-44213,105050
2294,금강제강,1845110018679.0,621-81-30479,105070
2295,삼호아이엔디,1201110407230.0,121-81-79725,105660
2296,아이스텍,1101111905243.0,210-81-30527,105810
2297,아유테크,1101113584293.0,113-86-10088,105960
2298,삼성이미징,1358110162239.0,135-86-00765,108070
2299,프린톤,1101111818678.0,211-86-86785,108420
2300,모린스,1116110072703.0,128-81-88924,110310
2301,유니드코리아,1348110119885.0,124-86-43712,110500
2302,넥솔론,1101113720673.0,104-86-09495,110570
2303,세신버팔로,1942110076126.0,609-81-70239,110660
2304,레텍,1355110125291.0,134-81-81756,111960
2305,에스에프씨,1101110824204.0,307-81-05002,112240
2306,크루셜텍,1648110019948.0,312-81-48041,114120
2307,락앤락,1648110035647.0,312-81-80212,115390
2308,명보기업,1801110058510.0,603-81-09681,115400
2309,케이디이노,1801110308981.0,603-81-40566,115410
2310,현대인프라,1101113030139.0,206-81-91490,115580
2311,연우,1201110101890.0,137-81-10376,115960
2312,전우정밀,1701110206327.0,503-81-51161,120780
2313,아이엘사이언스,1311110221637.0,129-86-28128,122050
2314,썬텍,1348110067844.0,124-81-94346,122800
2315,원익테라세미콘,1348110068694.0,124-81-94031,123100
2316,한국실리콘,1311110203289.0,129-86-17714,123130
2317,파인넥스,1101112015273.0,214-86-63520,123260
2318,퀀텀에너지,1101113229196.0,214-87-71838,123440
2319,뜨레봄,2811110092780.0,128-86-01747,126550
2320,뉴로스,1601110098073.0,305-81-37658,126870
2321,매직마이크로,2801110076686.0,127-86-00798,127160
2322,원익피앤이,1342110063894.0,126-81-77853,131390
2323,화진,1747110002646.0,505-81-20567,134780
2324,무송지오씨,2001110130173.0,409-81-59615,135160
2325,세종머티리얼즈,1101111956973.0,108-81-21915,135270
2326,스마트솔루션즈,1301110064822.0,124-81-77764,136510
2327,엘아이에스,1351110082861.0,123-86-08352,138690
2328,퓨얼셀,1101112195877.0,215-86-05391,139170
2329,맥스로텍,1741110009842.0,514-81-22180,141070
2330,코오롱머티리얼,1353110011139.0,138-81-44919,144620
2331,씨아이에스,1701110233122.0,503-81-57582,144630
2332,비디아이,1243110035801.0,133-81-24034,148140
2333,모다,1101110819932.0,214-81-35029,149940
2334,테라텍,1358110073759.0,124-81-87700,151750
2335,코아옵틱스,1351110081714.0,123-86-07218,151940
2336,코리아오토글라스,1647110007507.0,307-81-15780,152330
2337,지디,1355110160940.0,140-81-09123,155960
2338,비앤에스미디어,1101112676562.0,214-87-25348,156170
2339,에스에이티이엔지,1355110151048.0,140-81-02004,158300
2340,참존글로벌,1201110137572.0,122-81-51114,158310
2341,삼목강업,1101110021628.0,134-81-07644,158380
2342,이큐셀,1244110067216.0,137-81-61860,160600
2343,THE MIDONG,1101114122604.0,214-88-44319,161570
2344,디피코,1350110081948.0,134-81-40167,163430
2345,이루다,1351110082291.0,123-86-07799,164060
2346,금오하이텍,1115110049291.0,127-81-71565,165270
2347,우일음료,1755110001394.0,512-81-05924,168950
2348,에이치엔티,1311110218642.0,129-86-26455,176440
2349,포인트엔지니어링,1201110170978.0,137-81-20438,176560
2350,스탠다드펌,1352110023037.0,138-81-45941,179280
2351,피엠에스,1717110069201.0,506-81-57830,179440
2352,이즈미디어,1358110087437.0,124-86-02685,181340
2353,힘스인터내셔널,1601110077944.0,314-81-24496,181980
2354,LPK로보틱스,2849110048411.0,141-81-00616,183350
2355,골프존데카,1101112911992.0,214-87-45311,183410
2356,씨티네트웍스,1344110033588.0,126-86-00010,189540
2357,디피앤케이,2001110244742.0,120-87-17238,189700
2358,나이코,1712110063972.0,505-81-64148,192240
2359,우성아이비,1101115343457.0,104-86-53711,194610
2360,SY이노베이션,1351110108279.0,123-86-31095,194860
2361,리드,1311110047463.0,129-81-33397,197210
2362,세기리텍,1945110008610.0,608-81-84220,199870
2363,다린,1943110004967.0,608-81-26953,204690
2364,코썬바이오,1101113505421.0,214-87-94321,204990
2365,디와이엘엔제이,2001110289516.0,409-86-11843,207230
2366,에스엘에너지,1311110191004.0,129-86-11651,214310
2367,비엔디생활건강,1101114768440.0,215-87-63345,215050
2368,우진이엔지,2801110084457.0,127-86-07559,215640
2369,원텍,1748110019285.0,515-81-15284,216280
2370,자안바이오,1244110043349.0,137-81-30353,221610
2371,주노콜렉션,2850110160767.0,128-86-39980,221670
2372,에스케이씨에스,1348110097792.0,124-86-23787,224020
2373,정다운,2055110008624.0,412-81-18624,224090
2374,에듀타운,1101114999649.0,113-86-66603,224850
2375,쿠첸,1101115799816.0,802-88-00229,225650
2376,엠앤씨생명과학,1311110300960.0,129-86-70403,225860
2377,아이엠텍,1355110112107.0,134-81-62875,226350
2378,한송네오텍,1101115796789.0,568-88-00222,226440
2379,한국비엔씨,1348110143438.0,124-86-58215,226610
2380,자비스,1358110080712.0,135-81-53554,230400
2381,아스팩오일,1801110293976.0,603-81-38833,232360
2382,미래자원엠엘,1101111517957.0,215-81-68668,233190
2383,태경피엔에스,1101115021326.0,206-86-72538,235090
2384,모헤닉플래닛,2849110130713.0,141-81-43497,236900
2385,케이엠제약,1101112201799.0,108-81-29222,237720
2386,인터코스,1201110729155.0,131-86-65790,240340
2387,이에스산업,1648110062541.0,312-86-32622,241510
2388,본느,1311110227057.0,129-86-30793,242420
2389,젬,1101114160779.0,120-87-43997,248020
2390,제이에스피브이,1201110453598.0,122-81-98991,250300
2391,에스와이제이,1201110703597.0,122-86-38794,251540
2392,엠에프엠코리아,1101112641185.0,120-86-44010,251960
2393,유쎌,2149110029209.0,403-81-51139,252370
2394,에스엠로보틱스,1345110171542.0,142-81-37509,252940
2395,패션플랫폼,1101114126127.0,120-87-41664,256090
2396,캐로스,1344110040450.0,126-86-19014,260490
2397,엔케이맥스,1311110434149.0,141-81-46932,262760
2398,어스앤에어로스페이스,1954110007985.0,613-81-27217,263540
2399,명진홀딩스,1101114825810.0,211-88-75278,267060
2400,이십일스토어,1412110061047.0,224-81-54625,270020
2401,알로이스,1311110423663.0,398-81-00172,271400
2402,비엔에프코퍼레이션,1101112872839.0,105-86-59509,271780
2403,에스엠아이,1449110007341.0,225-81-18490,277820
2404,원바이오젠,1760110047149.0,513-81-41995,278380
2405,동아타이어,2341110096698.0,601-86-00898,282690
2406,휴럼,1101113295022.0,108-81-72108,284420
2407,TS트릴리온,1101113737371.0,107-86-94647,284610
2408,씨엔티드림,1601110294176.0,314-86-22358,286000
2409,제이시스메디칼,1101116585826.0,424-87-00852,287410
2410,에스엠비나,1101115928366.0,854-87-00198,299670
2411,대원모방,1501110227020.0,397-81-00562,311840
2412,베른,1648110113039.0,285-88-00856,322190
2413,엠에프엠코리아,1101117067138.0,281-88-01488,323230
2414,아이월드제약,1201110416728.0,131-81-99577,323530
2415,케어룸의료산업,1701110405672.0,502-86-06498,327970
2416,구스앤홈,1101114871706.0,215-87-68791,329050
2417,마더스제약,1648110060785.0,312-86-29302,363170
2418,LB루셈,1760110038073.0,513-81-33971,376190
2419,인동첨단소재,1101116384319.0,151-81-00817,381530
2420,로드제약기술,1501110114235.0,317-81-08253,387530
2421,카이바이오텍,2101110087512.0,418-81-42520,446600
2422,한국전력,1146710001456.0,120-82-00052,015760
2423,한국가스공사,1146710006125.0,120-82-00557,036460
2424,지역난방공사,1112710005962.0,129-82-02760,071320
2425,삼천리,1101110005929.0,116-81-00755,004690
2426,SGC에너지,1101110079817.0,214-81-89700,005090
2427,서울가스,1101110360399.0,109-81-31605,017390
2428,대성에너지,1701110387416.0,504-81-83652,117580
2429,한진중공업홀딩스,1101110110083.0,601-81-08008,003480
2430,경동도시가스,2301110274751.0,143-81-32491,267290
2431,인천도시가스,1201110014027.0,137-81-02459,034590
2432,지에스이,1101110624969.0,105-81-37529,053050
2433,DGP,1101111384075.0,220-81-43198,060900
2434,경남에너지,1901110001509.0,609-81-11676,008020
2435,부산가스,1801110039495.0,617-81-01562,015350
2436,코원에너지서비스,1101110235617.0,120-81-14525,026870
2437,코엔텍,1812110024485.0,610-81-16574,029960
2438,인선이엔티,1159110017303.0,128-81-31815,060150
2439,와이엔텍,2062110001540.0,417-81-05459,067900
2440,더라미,1101110412778.0,211-81-29606,032860
2441,미래와환경,1757110000649.0,512-81-03168,050790
2442,바이오엔비텍,1348110050089.0,124-81-72866,059570
2443,엔알미광텍,1945110008165.0,608-81-81276,183560
2444,옵트로그린텍,1348110231027.0,124-87-24158,189620
2445,현대건설,1101110007909.0,101-81-16293,000720
2446,한전KPS,1101110371148.0,203-81-58100,051600
2447,DL이앤씨,1101117736808.0,676-87-01904,375500
2448,GS건설,1101110002694.0,104-81-18121,006360
2449,대우건설,1101112137895.0,104-81-58180,047040
2450,HDC현대산업개발,1101116740008.0,334-86-00815,294870
2451,LS마린솔루션,1801110181428.0,618-81-18519,060370
2452,태영건설,1101110155451.0,105-81-74543,009410
2453,SK이터닉스,1311110729441.0,240-81-03211,475150
2454,HJ중공업,1801110602507.0,602-81-42993,097230
2455,대명에너지,1311110051935.0,129-81-36429,389260
2456,서희건설,1101110335912.0,220-81-19330,035890
2457,수산인더스트리,1615110001613.0,312-81-02856,126720
2458,동원개발,1801110029438.0,604-81-19275,013120
2459,HDC랩스,1101111775365.0,120-81-93646,039570
2460,동아지질,1801110019843.0,621-81-12675,028100
2461,금화피에스시,1101110295778.0,120-81-06796,036190
2462,코오롱글로벌,1101110036502.0,120-81-50012,003070
2463,계룡건설,1601110003121.0,314-81-07954,013580
2464,동신건설,1748110000820.0,508-81-02200,025950
2465,일진파워,1101110673966.0,130-81-42372,094820
2466,국보디자인,1101110564066.0,102-81-22615,066620
2467,세보엠이씨,1101110236590.0,118-81-00241,011560
2468,특수건설,1101110115885.0,203-81-46827,026150
2469,금호건설,1101110134877.0,104-81-31309,002990
2470,동부건설,1101110005002.0,201-81-45685,005960
2471,금양그린파워,1812110025384.0,610-81-17966,282720
2472,KCC건설,1101110607618.0,214-81-69965,021320
2473,플래스크,1101111625271.0,116-81-71323,041590
2474,HS화성,1701110001131.0,501-81-00050,002460
2475,진흥기업,1101110006349.0,106-81-32769,002780
2476,HL D&I,1101110274699.0,215-81-40656,014790
2477,세종텔레콤,1341110036992.0,123-81-28751,036630
2478,한신공영,1101110075683.0,114-81-04605,004960
2479,서한,1701110023002.0,502-81-16195,011370
2480,상지건설,1311110004554.0,129-81-04500,042940
2481,일성건설,1101110234776.0,105-81-29640,013360
2482,삼호개발,1101110190340.0,220-81-14806,010960
2483,남광토건,1101110017411.0,120-81-01995,001260
2484,SGC E&C,1101110327555.0,214-81-89369,016250
2485,베노티앤알,1101115518084.0,107-88-29363,206400
2486,삼부토건,1101110041634.0,104-81-00771,001470
2487,KH 건설,1101115794494.0,424-81-00184,226360
2488,까뮤이앤씨,1101110243793.0,604-81-16870,013700
2489,대원,1501110003058.0,315-81-01104,007680
2490,CNT85,1101111347940.0,120-81-68259,056730
2491,우원개발,1101111600794.0,116-81-70168,046940
2492,범양건영,1101110015861.0,312-81-09655,002410
2493,남화토건,2001110002843.0,408-81-08184,091590
2494,에쓰씨엔지니어링,1101110271497.0,116-81-07777,023960
2495,삼일기업공사,1101110012825.0,220-81-28542,002290
2496,웰크론한텍,1101111118276.0,126-81-23094,076080
2497,이화공영,1101110033839.0,105-81-11500,001840
2498,신원종합개발,1101110350712.0,105-81-17479,017000
2499,지에이이노더스,1101111569817.0,112-81-50189,076340
2500,엑사이엔씨,1101110774376.0,105-81-47352,054940
2501,우진아이엔에스,1101110175467.0,114-81-33003,010400
2502,KD,1201110012914.0,139-81-04128,044180
2503,엔에스컴퍼니,1101111089401.0,312-81-19833,224760
2504,엄지하우스,1101110427074.0,229-81-05172,224810
2505,동아건설,1101110119762.0,110-81-00214,000280
2506,삼환기업,1101110020307.0,101-81-00452,000360
2507,대아건설,1601110001844.0,307-81-09556,000380
2508,금호건설,,410-81-16009,000570
2509,극동건설,1101110027858.0,201-81-45083,000980
2510,풍림산업,1101110031908.0,220-81-10116,001310
2511,서광건설,1101110028757.0,209-81-06013,001600
2512,공영토건,,110-81-28769,001700
2513,임광토건,,110-81-28978,001850
2514,DL건설,1101110163115.0,102-81-34561,001880
2515,대호,1101110006670.0,214-81-01500,001980
2516,삼성건설,,213-81-81817,002010
2517,경향건설,1101110030744.0,111-81-24000,002050
2518,벽산개발,1101110031015.0,604-81-29827,002080
2519,삼익건설,1101110090813.0,120-81-24663,002180
2520,벽산건설,1101110016827.0,116-81-25566,002530
2521,두산건설,1101110003444.0,211-81-34851,002950
2522,고려개발,1101110052037.0,106-81-44682,004200
2523,울트라건설,1101110055859.0,120-81-65984,004320
2524,신한,1101110087018.0,116-81-08311,005450
2525,삼익주택,,213-81-13435,005580
2526,한진건설,,207-81-24830,005660
2527,성지건설,1101110098940.0,105-81-13677,005980
2528,신화건설,1101110107501.0,105-81-26454,006160
2529,한일건설,1101110016190.0,220-81-22460,006440
2530,우성건설,1101110142888.0,214-81-00404,008640
2531,라이프주택개발,,116-81-05798,010530
2532,두산건설,1101110194277.0,102-81-31754,011160
2533,기산,,106-81-17069,011470
2534,청구,1701110007121.0,502-81-26728,011510
2535,삼산,,621-81-02556,012010
2536,성원건설,1101110211526.0,418-81-01664,012090
2537,동신,1101110214611.0,220-81-15066,012270
2538,쌍용건설,1101110220395.0,120-81-01957,012650
2539,건영,1101110221202.0,114-81-00481,012720
2540,C&우방,1701110008658.0,502-81-02575,013200
2541,휴먼이노텍,1101110242448.0,211-81-31437,013630
2542,신일건업,1101110262769.0,120-81-00827,014350
2543,미주실업,1101110282915.0,116-81-00681,015060
2544,중앙건설,1101110284268.0,418-81-01193,015110
2545,보성,2001110003205.0,408-81-07206,015370
2546,라인건설,,410-81-17920,017620
2547,희훈디앤지,1101110513609.0,111-81-10864,019640
2548,삼주건설,,506-81-14578,025150
2549,신세계건설,1101110759493.0,201-81-44158,034300
2550,포스코플랜텍,1812110010898.0,610-81-08943,051310
2551,그린스타,1601110082894.0,314-81-26266,063660
2552,케이엔씨글로벌,1101111473357.0,214-86-19534,068150
2553,엠제이비,1101112080276.0,214-86-69413,074150
2554,IC코퍼레이션,1748110037336.0,515-81-27228,080570
2555,가원아이,1101111177909.0,209-81-16525,086160
2556,아이씨에너텍,1201110423666.0,137-81-80469,103380
2557,승화프리텍,1101113409136.0,104-81-99648,111610
2558,지성이씨에스,1101112501230.0,215-86-24345,138290
2559,청광건설,1101113564401.0,214-87-99122,140290
2560,대우산업개발,1201110592924.0,122-86-20732,140320
2561,극동자동화,1812110015913.0,620-81-05322,272420
2562,삼성물산,1101110015762.0,202-81-45975,028260
2563,포스코인터내셔널,1101112137358.0,104-81-58195,047050
2564,실리콘투,1101112425448.0,214-87-03359,257720
2565,동서,1101110180888.0,105-81-38440,026960
2566,이마트,1101114594952.0,206-86-50913,139480
2567,영원무역,1101114129585.0,104-86-21617,111770
2568,SK가스,1101110413247.0,116-81-12528,018670
2569,미스토홀딩스,1101110792667.0,114-81-44271,081660
2570,롯데쇼핑,1101110000086.0,104-81-26067,023530
2571,BGF리테일,1101116555770.0,893-88-00792,282330
2572,호텔신라,1101110145519.0,203-81-43363,008770
2573,신세계,1101110028848.0,201-81-32195,004170
2574,현대백화점,1101112644725.0,211-87-21455,069960
2575,GS리테일,1101110090037.0,116-81-18745,007070
2576,LX인터내셔널,1101110004632.0,116-81-18686,001120
2577,ISC,1311110057876.0,129-81-40132,095340
2578,한샘,1341110003595.0,133-81-22865,009240
2579,SK네트웍스,1301110005199.0,124-81-00718,001740
2580,DI동일,1101110019219.0,120-81-14879,001530
2581,케이카,1101116583490.0,787-87-00729,381970
2582,현대홈쇼핑,1101112248882.0,211-86-76540,057050
2583,다우데이타,1101110863484.0,220-81-01733,032190
2584,E1,1101110381387.0,114-81-16585,017940
2585,현대그린푸드,1345110623337.0,656-81-02756,453340
2586,신성통상,1101110003345.0,104-81-01106,005390
2587,감성코퍼레이션,1101111061954.0,105-81-66548,036620
2588,에스티큐브,1243110025472.0,130-81-26197,052020
2589,신세계인터내셔날,1101110282402.0,201-81-53657,031430
2590,더본코리아,1101111002122.0,211-86-00870,475560
2591,엘브이엠씨홀딩스,,000-81-10041,900140
2592,폰드그룹,1101118828068.0,424-81-03196,472850
2593,큐렉소,1101110839071.0,106-81-38424,060280
2594,현대코퍼레이션,1101110205850.0,101-81-16269,011760
2595,JTC,,000-81-20024,950170
2596,이아이디,1752110014707.0,513-81-27033,093230
2597,CJ프레시웨이,1801110083442.0,603-81-11270,051500
2598,HLB테라퓨틱스,1601110099451.0,314-81-33883,115450
2599,매커스,1101113581075.0,220-87-40140,093520
2600,삼영무역,1101110027569.0,105-81-55304,002810
2601,LS네트웍스,1801110044717.0,622-81-04805,000680
2602,에스에이엠티,1101110707674.0,120-81-05647,031330
2603,에이유브랜즈,1101118185567.0,578-81-02548,481070
2604,아이마켓코리아,1101112125262.0,104-81-58502,122900
2605,교촌에프앤비,1752110009005.0,513-81-16574,339770
2606,광주신세계,2001110054795.0,410-81-27563,037710
2607,미래반도체,1101111228364.0,116-81-53951,254490
2608,화승인더,1801110004323.0,606-81-01863,006060
2609,안트로젠,1101111909906.0,108-81-21711,065660
2610,골프존홀딩스,1601110097976.0,305-81-37721,121440
2611,케이티알파,1101110822026.0,211-81-79649,036030
2612,이트론,1101111803976.0,105-86-04644,096040
2613,한화갤러리아,1101118570891.0,716-88-02682,452260
2614,대성산업,1101114382612.0,101-86-56344,128820
2615,GS글로벌,1101110031479.0,202-81-33028,001250
2616,경방,1101110013287.0,107-81-05232,000050
2617,롯데하이마트,1101110532633.0,104-81-16860,071840
2618,그래디언트,1101111468093.0,220-81-47821,035080
2619,흥구석유,1701110002676.0,501-81-00268,024060
2620,청담글로벌,1201110905317.0,678-81-01062,362320
2621,한국화장품,1101114342228.0,101-86-55141,123690
2622,모다이노칩,1355110106027.0,134-81-54564,080420
2623,블루엠텍,1358110266776.0,588-87-00059,439580
2624,아가방컴퍼니,1101110250855.0,220-81-01830,013990
2625,일신석재,1101110153273.0,214-81-94289,007110
2626,에스피소프트,1101115055284.0,264-81-10192,443670
2627,코오롱모빌리티그룹,1341110627048.0,833-87-02544,450140
2628,서울옥션,1101111627011.0,101-81-46818,063170
2629,포니링크,1101111931230.0,119-81-37606,064800
2630,HLB글로벌,1449110000072.0,225-81-00025,003580
2631,도이치모터스,1942110042721.0,609-81-42811,067990
2632,대원미디어,1101110222151.0,106-81-03487,048910
2633,신흥,1101110047864.0,114-81-43063,004080
2634,유니퀘스트,1101111216757.0,120-81-56132,077500
2635,리드코프,1101110219398.0,213-81-03413,012700
2636,원익,1753110001158.0,513-81-01732,032940
2637,코웰패션,1101110166127.0,124-81-22987,033290
2638,딥마인드,1101114519281.0,113-86-45520,223310
2639,현대코퍼레이션홀딩스,1101115851559.0,813-88-00272,227840
2640,유니트론텍,1101111284449.0,229-81-00105,142210
2641,케이옥션,1101113306861.0,101-86-17910,102370
2642,세이브존I&C,1101112520644.0,210-81-41081,067830
2643,베뉴지,1101110252405.0,120-81-14656,019010
2644,제이씨현시스템,1101110775853.0,110-81-33772,033320
2645,예스24,1101111673288.0,229-81-37000,053280
2646,STX,1942110000183.0,609-81-01917,011810
2647,인바이오젠,1313110080427.0,125-81-73285,101140
2648,인크레더블버즈,1243110033334.0,130-81-32739,064090
2649,신일전자,1348110001256.0,134-81-25389,002700
2650,서울리거,1243110031007.0,139-81-12555,043710
2651,에이치씨홈센타,1760110003901.0,504-81-17069,060560
2652,중앙에너비스,1101110003428.0,106-81-08726,000440
2653,신송홀딩스,1101110038061.0,116-81-04391,006880
2654,제로투세븐,1101111871072.0,220-81-76684,159580
2655,지엘팜텍,1101115478626.0,107-88-25483,204840
2656,서플러스글로벌,1101111921140.0,120-86-02460,140070
2657,한국가구,1244110005688.0,136-81-05002,004590
2658,데이타솔루션,1101114504901.0,119-86-37009,263800
2659,SDN,1101111020299.0,207-81-41182,099220
2660,소노스퀘어,1801110068668.0,604-81-15788,007720
2661,엑시온그룹,1101112192493.0,101-81-68210,069920
2662,홈캐스트,1101111954513.0,215-81-91010,064240
2663,AP헬스케어,1101111511834.0,114-81-82858,109960
2664,형지글로벌,1101116136877.0,412-86-00376,308100
2665,서린바이오,1101110998124.0,213-86-04488,038070
2666,대구백화점,1701110003814.0,501-81-00026,006370
2667,SG세계물산,1101110048002.0,119-81-01073,004060
2668,하이퍼코퍼레이션,1101111390816.0,203-81-23576,065650
2669,보라티알,1101115879030.0,495-88-00211,250000
2670,혜인,1101110030413.0,120-81-27641,003010
2671,오하임앤컴퍼니,1101116891801.0,351-86-01217,309930
2672,손오공,1201110144999.0,139-81-31076,066910
2673,메타케어,1701110391532.0,504-81-84573,118000
2674,삼천리자전거,1101110250136.0,119-81-07359,024950
2675,더블유에스아이,1101116748507.0,236-81-01193,299170
2676,이상네트웍스,1101111892010.0,107-81-78114,080010
2677,플레이그램,1101110286412.0,106-81-30984,009810
2678,우리로,2001110093313.0,410-81-48141,046970
2679,SJM홀딩스,1301110008862.0,134-81-02386,025530
2680,오션인더블유,1601110048870.0,314-81-12966,052300
2681,이글벳,1101110361008.0,218-81-15398,044960
2682,원익큐브,1101110425432.0,220-81-05078,014190
2683,지더블유바이텍,1701110074493.0,502-81-28269,036180
2684,푸드나무,1101115045045.0,105-87-81968,290720
2685,케이피엠테크,1301110010932.0,134-81-07682,042040
2686,아이로보틱스,1101111631476.0,120-81-86413,066430
2687,일월지엠엘,1351110081475.0,123-86-06766,178780
2688,웰바이오텍,1101110179659.0,119-81-04065,010600
2689,한세엠케이,1101111144073.0,203-81-57509,069640
2690,엠젠솔루션,1753110000126.0,513-81-00034,032790
2691,애머릿지,,000-81-20009,900100
2692,디와이디,1101115703594.0,595-81-00040,219550
2693,PN풍년,1101110155378.0,134-81-08319,024940
2694,위즈코프,1101111136145.0,116-81-36215,038620
2695,YW,1311110021699.0,129-81-17121,051390
2696,오토앤,1352110032202.0,138-81-72768,353590
2697,신풍,1347110002644.0,125-81-05545,002870
2698,바른손,1101110413990.0,114-81-65451,018700
2699,대동스틸,1101110150691.0,116-81-35991,048470
2700,나라셀라,1101110668579.0,117-81-08920,405920
2701,모나미,1101110005052.0,120-81-08227,005360
2702,남성,1101110054760.0,113-81-07079,004270
2703,대한과학,1101110948997.0,101-81-25905,131220
2704,한솔PNS,1101110175970.0,120-81-59861,010420
2705,진바이오텍,1612110007815.0,307-81-14821,086060
2706,온타이드,1101110084767.0,218-81-06865,005320
2707,ES큐브,1801110031516.0,621-81-21761,050120
2708,스튜디오삼익,1101116511425.0,792-86-00928,415380
2709,이화산업,1101110018138.0,107-81-13542,000760
2710,케이바이오,1101111430498.0,220-81-45629,038530
2711,피씨디렉트,1101111577977.0,116-81-69467,051380
2712,글로본,1101110514011.0,116-81-16261,019660
2713,카스,1115110005269.0,127-81-08271,016920
2714,세기상사,1101110015853.0,201-81-48800,002420
2715,윙스풋,1101117222352.0,738-88-01494,335870
2716,세우글로벌,1101110227177.0,107-81-07055,013000
2717,정원엔시스,1101110105688.0,211-81-08071,045510
2718,우리엔터프라이즈,1101110061765.0,119-81-07096,037400
2719,윌비스,1101110172447.0,120-81-14772,008600
2720,디모아,1101110340979.0,106-81-50113,016670
2721,한창,1801110000602.0,607-81-17053,005110
2722,인콘,1101112039934.0,113-81-63616,083640
2723,메디앙스,1101110252471.0,208-81-03973,014100
2724,진도,1101113411024.0,119-81-87523,088790
2725,신라에스지,1101110224727.0,219-81-01029,025870
2726,한국정보공학,1101110735766.0,229-81-18298,039740
2727,대산F&B,1101111194739.0,214-81-93179,065150
2728,비엘팜텍,1545110007397.0,303-81-13820,065170
2729,토박스코리아,1101115648518.0,196-81-00028,215480
2730,큐로홀딩스,1101110555479.0,129-81-19361,051780
2731,디에이치엑스컴퍼니,1101110260218.0,119-81-01879,031860
2732,태양3C,1101110560824.0,117-81-05428,052960
2733,바이온,1101110358956.0,116-81-00978,032980
2734,수프로,1101112035130.0,220-81-93529,185190
2735,루트락,1211110269473.0,130-86-92561,253610
2736,가이아코퍼레이션,2850110181903.0,128-86-52227,296520
2737,더테크놀로지,1101110527767.0,139-81-09157,043090
2738,두산상사,,202-81-45470,000090
2739,한주통산,,202-81-46877,000450
2740,태화,,605-81-03460,000510
2741,삼성물산,1101110002975.0,104-81-26728,000830
2742,효성물산,,110-81-28696,001930
2743,삼도물산,1101110004864.0,110-81-24064,002930
2744,알앤엘바이오,1101110006448.0,102-81-30395,003190
2745,대우,1101110150138.0,104-81-00335,003810
2746,동부산업,,201-81-45666,003970
2747,BHK,1101110045686.0,101-81-20628,003990
2748,롯데미도파,1101110045983.0,201-81-02745,004010
2749,아이케이,1101110061393.0,207-81-00594,004290
2750,대우송도개발,1201110005414.0,122-81-08432,004550
2751,조인에너지,1845110000585.0,621-81-05285,004820
2752,대상교역,,116-81-06555,006790
2753,기아자동차판매,,135-81-00789,007170
2754,고합물산,,138-81-02277,007380
2755,폴루스바이오팜,1101110125967.0,111-81-02291,007630
2756,대신EDI,,114-81-42711,007930
2757,거성산업,,121-81-16394,008100
2758,아이넥스,1341110010532.0,123-81-13340,008440
2759,케이비물산,2149110000465.0,403-81-00149,008540
2760,베네데스하이텍,1801110019554.0,603-81-06476,009360
2761,현대차서비스,,106-81-01233,009650
2762,미우,,129-81-06134,009990
2763,이마트에브리데이,1101110167498.0,212-81-25544,010090
2764,한주화학,,211-86-35817,010970
2765,동방개발,,213-81-28578,012150
2766,태화쇼핑,1801110043066.0,605-81-05212,015880
2767,금경,,120-81-05123,015980
2768,현대DSF,1812110002811.0,620-81-00730,016510
2769,에버리소스,1201110041492.0,139-81-14868,020070
2770,아이이,1101110370439.0,214-81-04910,023430
2771,에스티씨라이프,1301110028852.0,134-81-00898,026220
2772,위너지스,1341110031273.0,138-81-00231,026260
2773,한화갤러리아타임월드,1601110003410.0,305-81-02955,027390
2774,대백쇼핑,1746110004876.0,506-81-04065,027700
2775,미래SCI,1812110003835.0,620-81-01495,028040
2776,쏠라엔텍,1101110191900.0,116-81-20163,030390
2777,일공공일안경,1801110057182.0,622-81-06249,032030
2778,코너스톤네트웍스,1101110424129.0,114-81-22210,033110
2779,일레덱스홀딩,1201110008103.0,137-81-02032,033550
2780,소예,1311110002045.0,129-81-02424,035010
2781,CL,1101111053935.0,211-86-42297,035710
2782,지앤에스티,1101110529903.0,124-81-35110,036920
2783,시노펙스그린테크,1101111320459.0,106-81-63409,037320
2784,토자이홀딩스,1101111506835.0,114-81-82673,037700
2785,트라이콤,1101110952047.0,214-81-56233,038410
2786,이지클럽,1201110015645.0,139-81-11857,038980
2787,유니텍전자,1101110853170.0,106-81-38972,039040
2788,태창파로스,1101110830649.0,229-81-11539,039850
2789,케이코몰,1101111367873.0,120-81-89439,040230
2790,트라넷,1201110155433.0,121-81-25613,041100
2791,보홍,1101110990980.0,105-81-61543,041320
2792,인터넷비지니,1801110292754.0,601-81-36066,041660
2793,코프마,1101110946818.0,219-81-09716,041950
2794,대국,1101111305964.0,120-81-64549,042340
2795,에코페트로시스템,1501110030093.0,301-81-30686,042870
2796,옥션,1101111253569.0,214-86-02085,043790
2797,두솔정보기술,1101111632672.0,220-81-57523,044040
2798,디에이치패션,1101111468952.0,211-86-25852,045260
2799,지스,1101111054462.0,220-81-40513,045570
2800,하이월드,1801110297267.0,607-81-46053,045810
2801,MTRON,1101110736194.0,220-81-04803,046320
2802,알에스넷,1101110401739.0,106-81-35844,046430
2803,에스피코프,1101111752800.0,229-81-40086,048130
2804,소프트윈,1101111240342.0,106-81-58468,049790
2805,테라리소스,1101111426215.0,106-81-68160,053320
2806,뉴젠아이씨티,1101110364408.0,229-81-01351,054150
